"id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","Qa[SQ001]","Qa[SQ002]","Qa[SQ003]","Qa[SQ004]","Q1[SQ001]","Q1[SQ002]","Q1[SQ003]","Q1[SQ004]","Q1[SQ005]","Q1[SQ006]","Q1[SQ007]","Q2[SQ001]","Q2[SQ002]","Q2[SQ003]","Q2[SQ004]","Q2[SQ005]","Q2[SQ006]","Q2[SQ007]","Q2[SQ008]","Q2[SQ009]","Q2a","Q2b","Q3[SQ001]","Q3[SQ002]","Q5[SQ001]","Q5[SQ002]","Q5[SQ003]","Q5[SQ004]","Q5[SQ005]","Q5[other]","Q6[SQ001]","Q6[SQ003]","Q6[SQ005]","Q6[SQ006]","Q6[SQ007]","Q6[SQ009]","Q6[SQ010]","Q6[SQ011]","Q6[SQ012]","Q6[SQ013]","Q6a","Q4[SQ003]","Q4[SQ004]","Q4[SQ005]","Q4[SQ006]","Q4[SQ007]","Q4[SQ013]","Q4[SQ008]","Q4[SQ009]","Q4[SQ010]","Q4[SQ011]","Q4[SQ012]","Q2c[SQ007]","Q2c[SQ008]","Q2c[SQ009]","Q2c[SQ010]","Q2c[SQ011]","Q2c[SQ012]","Q2c[SQ013]","Q2c[SQ014]","Q2c[SQ015]","Q2c[SQ016]","Q7[SQ001]","Q7[SQ002]","Q7[SQ003]","Q7[SQ004]","Q7[SQ005]","Q7[SQ006]","Q7[SQ007]","Q7[SQ008]","Q7[SQ009]","Q8[SQ001]","Q8[SQ003]","Q8[SQ004]","Q8[SQ005]","Q8[SQ006]","Q8[SQ007]","Q8[SQ008]","Q8[SQ009]","Q8[SQ010]","Q8[SQ011]","Q8[SQ012]","Q9","Q10","Q11[SQ001]","Q11[SQ002]","Q11[SQ003]","Q11[SQ004]","Q11[SQ005]","Q11[SQ006]","Q11[SQ007]","Q11[SQ008]","Q11[SQ009]","Q11[SQ010]","Q11[SQ011]","Q11[SQ012]","Q11[SQ013]","Q11[SQ014]","Q11[SQ015]","Q15","Q15[other]","Q13","Q13[other]","Q14","Q14[other]","Q16","Q16[other]","Q17","Q18","Q18[other]","Q19","Q19[other]","Q20","Q20[other]","Q26"
"255","","3","en","775406713","kUiuN9Pipcxc5pQ","2021-03-22 11:44:28","2021-03-22 11:55:11","Yes","Yes","Yes","Yes","Agree","I don't know","Agree","Disagree","Agree","Agree","Disagree","Very important","Important","Unimportant","Completely unimportant","Unimportant","I don't know","Very important","Unimportant","Unimportant","","","Aware","Completely unaware","No","No","No","Yes","Yes","","I don't know","No","I don't know","No","No","No","No","No","I don't know","I don't know","","Often","Often","Sometimes","Sometimes","Never","Never","Rarely","Never","Never","Never","Never","Unestablished","Unestablished","Not established at all","Not established at all","Not established at all","Neither established nor unestablished","I don't know","I don't know","I don't know","I don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256","","1","en","465120727","qxXQqZoswTzRdSi","2021-03-22 11:45:29","2021-03-22 11:45:58","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260","","1","en","169668108","czNzqXk3OHObpBT","2021-03-22 11:47:05","2021-03-22 11:47:31","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"262","","","en","1099200513","7IdwQ3vv938YnOR","2021-03-22 11:49:38","2021-03-22 11:49:38","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263","","2","en","1764033495","DiPuMMfnAl3pILO","2021-03-22 11:50:10","2021-03-22 11:54:24","Yes","Yes","Yes","Yes","Completely agree","I don't know","Neither agree or disagree","Completely agree","Completely agree","Completely agree","Completely agree","Important","Neither important nor unimportant","Very important","Important","Important","Neither important nor unimportant","Very important","Neither important nor unimportant","Important","Commitment to equality and diversity, teaching/leadership excellence, and admin roles","I am all for a metric-free assessment based on overall quality and contribution.","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264","","3","en","730843883","6f9bTqJf6QUINTj","2021-03-22 11:51:27","2021-03-22 11:59:57","Yes","Yes","Yes","Yes","Completely agree","Completely agree","Agree","Disagree","Agree","Agree","Completely agree","Important","Important","Very important","Neither important nor unimportant","Important","Unimportant","Unimportant","Unimportant","Neither important nor unimportant","Publication of work resulting in REF Impact Case Studies. Raising grant funding.","While encouraging impactful research makes sense, the REF Impact Case Studies feel superfluous. ","Aware","Unaware","No","No","Yes","Yes","No","","I don't know","No","No","No","I don't know","No","No","No","Yes","Yes","","Rarely","Always","Sometimes","Sometimes","Always","Rarely","Always","Always","Rarely","Always","Always","Very established","Not established at all","Not established at all","Unestablished","Very established","Established","Not established at all","Established","Neither established nor unestablished","Very established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266","","2","en","1222685897","jyzgacLcTZMUbPi","2021-03-22 11:52:17","2021-03-22 11:55:09","Yes","Yes","Yes","Yes","Agree","I don't know","Neither agree or disagree","Disagree","Neither agree or disagree","Neither agree or disagree","Agree","Important","Neither important nor unimportant","Important","Completely unimportant","Completely unimportant","Completely unimportant","Important","Unimportant","Unimportant","publishing research monographs
non academic impact
supervising doctoral students","non-academic impact","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"272","","2","en","440017422","so3kkRljYMyYcHJ","2021-03-22 12:10:37","2021-03-22 12:20:49","Yes","Yes","Yes","Yes","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Important","Neither important nor unimportant","Neither important nor unimportant","Unimportant","Unimportant","I don't know","I don't know","Neither important nor unimportant","Important","I am a government employee (international organization), not a university researcher. Therefore I am afraid that the survey does not target or concern me. ","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273","","1","en","1485839299","xnIUJxMcGzG0dA8","2021-03-22 12:10:48","2021-03-22 12:11:03","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275","","1","en","1695170854","ighFwXYTcZrQ1Rn","2021-03-22 12:19:31","2021-03-22 12:19:50","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"278","","1","en","2131612966","mPf39LkcpawMZG4","2021-03-22 12:30:48","2021-03-22 12:31:28","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280","","1","en","857150298","g7X9UkpTRH6PBDC","2021-03-22 12:33:53","2021-03-22 12:34:06","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"284","","1","en","40658944","b3nSeBiGtaREB3L","2021-03-22 13:15:56","2021-03-22 13:16:23","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"285","","1","en","251655220","ySdaS4Qp89IO7L9","2021-03-22 13:17:12","2021-03-22 13:17:25","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"286","","1","en","1096803291","cItvFgNmN8zUeIB","2021-03-22 13:21:56","2021-03-22 13:22:27","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"287","","2","en","1938735903","QgsIAlcIXrhHbsz","2021-03-22 13:22:19","2021-03-22 13:35:47","Yes","Yes","Yes","Yes","Disagree","I don't know","Neither agree or disagree","Disagree","Disagree","Neither agree or disagree","Neither agree or disagree","Important","Important","Very important","Important","Important","Important","Important","Neither important nor unimportant","Important","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"289","","1","en","1551381557","dJvGJN4yMGMiZ6i","2021-03-22 13:26:48","2021-03-22 13:27:23","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"290","","1","en","2135721041","crTWkeQYNoBV1Cw","2021-03-22 13:28:39","2021-03-22 13:29:04","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"292","","2","en","884183799","VlMM41gpzg3BkXc","2021-03-22 13:40:20","2021-03-22 13:42:57","Yes","Yes","Yes","Yes","Completely agree","Neither agree or disagree","Agree","Agree","Neither agree or disagree","Neither agree or disagree","Agree","Important","Important","Important","Important","Important","Unimportant","Important","Important","Important","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"293","","1","en","1385057976","zSMw20iIanyLpLd","2021-03-22 13:56:13","2021-03-22 13:56:47","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294","","5","en","821337725","tkdQwbNY9pEBcxy","2021-03-22 14:01:44","2021-03-22 14:09:37","Yes","Yes","Yes","Yes","Agree","I don't know","Agree","Agree","Agree","Agree","Agree","Neither important nor unimportant","Neither important nor unimportant","Important","Unimportant","Unimportant","Unimportant","Important","Completely unimportant","Neither important nor unimportant","Institutional service such as participation in committees are typically weighted as well. ","Publications (both qualitative and quantitative) and H-index should carry the most weight, in addition to community and institutional service.","Very aware","Aware","No","No","Yes","Yes","No","","No","No","No","No","No","No","No","No","No","No","","Sometimes","Always","Sometimes","Sometimes","Always","Never","Often","Never","Rarely","I don't know","I don't know","Neither established nor unestablished","I don't know","Not established at all","Neither established nor unestablished","Not established at all","Not established at all","Unestablished","Unestablished","Neither established nor unestablished","Established","Neither agree nor disagree","Neither agree nor disagree","Completely agree","Completely agree","Completely agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Unimportant","Unimportant","Completely unimportant","Important","Unimportant","Neither important nor unimportant","Important","Very important","Very important","Neither important nor unimportant","Unimportant","","","Disagree","Strongly agree","Agree","Neither agree nor disagree","Strongly disagree","Disagree","I don't know","Strongly disagree","Agree","Neither agree nor disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Male","","USA","","Yes","","Tenured/permanent professor","","2004","Research intensive","","501 - 1000","","Medicine","",""
"297","","","en","518790004","67NKlixKlVchIwz","2021-03-22 14:14:13","2021-03-22 14:14:13","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"299","","3","en","178187984","H0BBrzonvYKsqX4","2021-03-22 14:22:07","2021-03-22 14:26:03","Yes","Yes","Yes","Yes","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Very important","Important","Important","Important","Important","Important","Very important","Important","Important","","","Unaware","Unaware","No","No","No","Yes","No","","No","No","Yes","I don't know","No","I don't know","I don't know","I don't know","I don't know","I don't know","","Rarely","Sometimes","Sometimes","Often","Often","Sometimes","Never","Never","Never","Never","Never","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300","","1","en","2065962408","aBUdohTetXWIOyw","2021-03-22 14:22:11","2021-03-22 14:22:29","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"303","","0","en","755667757","lmCnyGRw7UGM0lZ","2021-03-22 14:31:39","2021-03-22 14:31:53","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"306","","","en","1282816841","VlMM41gpzg3BkXc","2021-03-22 14:50:01","2021-03-22 14:50:01","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"308","","2","en","1404035089","YM8bdtu7VaYwotk","2021-03-22 14:54:10","2021-03-22 15:02:11","Yes","Yes","Yes","Yes","Completely agree","Completely agree","Agree","Disagree","Agree","Agree","Agree","Very important","Very important","Very important","Unimportant","Unimportant","Completely unimportant","Important","Important","Unimportant","Yes, the questions capture the formal position. The informal position is that it varies according to whether you are in an article or book publishing department something vaguely known as your research trajectory and future research programme. It is harder to demonstrate the latter. ","I work in the social science so patenting matters less. Peer review activities are not valued.","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"309","","1","en","1731028445","6xkfrO5iraw3psF","2021-03-22 15:07:50","2021-03-22 15:08:15","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310","","1","en","1482823153","4Tt11JC1lK8fojy","2021-03-22 15:17:04","2021-03-22 15:17:21","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"313","","2","en","1756404027","dzKnOOurwwX9qFH","2021-03-22 15:45:06","2021-03-22 15:51:24","Yes","Yes","Yes","Yes","Completely disagree","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Very important","Very important","Very important","Completely unimportant","Neither important nor unimportant","Unimportant","Important","Important","Important","","","Very aware","Completely unaware","No","No","No","No","Yes","","I don't know","Yes","I don't know","I don't know","I don't know","I don't know","I don't know","Yes","I don't know","I don't know","","Always","Always","","I don't know","Sometimes","Sometimes","I don't know","I don't know","Always","I don't know","I don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316","","1","en","1929634119","1SEOaoP5lPcOcCy","2021-03-22 15:53:13","2021-03-22 15:53:34","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"318","","2","en","1469118615","WPr4MXOarps2SEh","2021-03-22 16:23:17","2021-03-22 16:33:18","Yes","Yes","Yes","Yes","Agree","Agree","Completely disagree","Disagree","Agree","Completely disagree","Completely disagree","Important","Important","Very important","Completely unimportant","Completely unimportant","I don't know","Unimportant","Unimportant","Unimportant","I hope I understood the question correctly. What I mean above is that to achieve these objectives does not seem to help my career progression","They are all relevant but the university needs to reward their achievement better in respect to career progression ","Aware","Aware","No","No","Yes","Yes","Yes","","No","Yes","No","No","No","Yes","No","No","Yes","Yes","","Sometimes","Always","Always","Always","Rarely","Sometimes","Never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322","","","en","449207270","vXf43EwssyfKKsp","2021-03-22 17:48:40","2021-03-22 17:48:40","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"323","","2","en","490725647","aeqhheLzWRTp4AQ","2021-03-22 17:59:05","2021-03-22 18:00:37","Yes","Yes","Yes","Yes","Completely agree","Neither agree or disagree","Completely disagree","Completely disagree","Completely disagree","Completely disagree","Completely disagree","Very important","Very important","Very important","Very important","Very important","I don't know","Very important","Very important","Very important","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"324","","1","en","1769340308","Wod91ayXxHWNKbJ","2021-03-22 18:02:59","2021-03-22 18:03:08","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325","","3","en","1332432103","3peot752Hs6fLOS","2021-03-22 18:45:11","2021-03-22 18:50:47","Yes","Yes","Yes","Yes","Neither agree or disagree","Neither agree or disagree","Neither agree or disagree","Disagree","Disagree","Disagree","Neither agree or disagree","Very important","Neither important nor unimportant","Important","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","Very important","Neither important nor unimportant","Neither important nor unimportant","Team participation/support","","Unaware","Unaware","No","No","No","No","No","unaware","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","i don't know whether university has policies or not!","Often","Always","Sometimes","Rarely","Sometimes","Never","Never","Never","Never","Never","Never","Unestablished","Neither established nor unestablished","Unestablished","Unestablished","Neither established nor unestablished","Established","Established","Neither established nor unestablished","Unestablished","Very established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326","","3","en","1172707132","MG0AYlZBEKE7Wud","2021-03-22 19:37:16","2021-03-22 19:47:26","Yes","Yes","Yes","Yes","Agree","Disagree","Completely agree","Completely agree","Disagree","Completely agree","Disagree","Very important","Very important","Unimportant","Very important","Very important","Completely unimportant","Very important","Unimportant","Unimportant","Serious violations of ethical and human resource regulations are not considered during tenure applications. ","It's not the criteria that are the problem, but the blatant disregard for lawful procedure, nepotism, and political affiliation and correctness ie: discrimination and abuse that remain the problem. ","Neither aware nor unaware","Neither aware nor unaware","No","No","No","Yes","Yes","","No","No","Yes","Yes","I don't know","I don't know","I don't know","I don't know","Yes","Yes","Outside the hard sciences, my university experience has been that many of the more rigorous standards are simply ignored and only informal venues are available for lower faculty. ","Often","Often","Often","Often","Often","Sometimes","Often","Often","Sometimes","Often","Often","Established","Established","Unestablished","Not established at all","Neither established nor unestablished","Not established at all","Established","Not established at all","Not established at all","Not established at all","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"327","","2","en","483280350","wSBNpLtSlo8O5W7","2021-03-22 19:57:32","2021-03-22 20:05:06","Yes","Yes","Yes","Yes","Agree","Completely disagree","Completely disagree","Completely disagree","Completely disagree","Completely disagree","Completely disagree","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","""I don;t know"" because the information is so subjective it is impossible to unravel. My esteemed university operates a 'job for the boys' promotions procedure that requires a 'tap on the shoulder' - otherwise they find some perceived weakness and then use this as the basis for complete professional assassination. I say this as having experienced this and as the supervisor of people whose research has been completely  and utterly rubbished (and by people who have absolutely no research standing). This is little more than self-protective 'gas lighting' by middle management","Makes no difference as in my esteemed institutions these criteria are not recognised - it;s all about 'the narrative' blah blah. Evidence we are told is not relevant.","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328","","1","en","208221698","IQDjLzOzYVCs9aE","2021-03-22 20:04:56","2021-03-22 20:05:33","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332","","","en","573426392","O4zPv16UMBzmqc0","2021-03-22 20:44:54","2021-03-22 20:44:54","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"333","","1","en","2017301213","wi1nFRPDeL1hKhs","2021-03-22 20:48:09","2021-03-22 20:48:25","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"336","","1","en","1813401738","zaCBORnPkmgnIzz","2021-03-22 21:26:20","2021-03-22 21:27:01","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337","","1","en","1898855651","HSiBD8g8xmKbnwT","2021-03-22 22:14:36","2021-03-22 22:14:50","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","","","en","46756495","p0TdFiiTPHT3weO","2021-03-22 22:50:12","2021-03-22 22:50:12","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339","","3","en","1441561128","F3AP8XHFM6Ylytl","2021-03-22 23:19:29","2021-03-22 23:31:51","Yes","Yes","Yes","Yes","Agree","I don't know","Agree","I don't know","Agree","Agree","Agree","Very important","Important","Very important","Unimportant","Neither important nor unimportant","Neither important nor unimportant","Important","Important","Important","","","Aware","Aware","No","No","No","Yes","Yes","","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Our PRT policies look at impact generally.  Both open science and RRI can have impact, so contributions to either can benefit the PRT process.   I don't see a need to explicitly call eith one out though.","Sometimes","Sometimes","Rarely","Rarely","Never","Never","Sometimes","Never","Often","Never","Always","Established","Neither established nor unestablished","Neither established nor unestablished","Unestablished","Established","Established","Established","Neither established nor unestablished","Very established","Very established","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","","2","en","1546826554","stgETsoE399Armf","2021-03-23 00:31:36","2021-03-23 00:42:28","Yes","Yes","Yes","Yes","Completely agree","Completely agree","Completely agree","I don't know","Disagree","Agree","Agree","Important","Important","Very important","Important","Important","Unimportant","Important","Important","Important","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"342","","2","en","1166556170","bdUzBzaIxe2vGrN","2021-03-23 04:12:45","2021-03-23 04:17:20","Yes","Yes","Yes","Yes","Completely agree","Completely agree","Completely agree","Neither agree or disagree","Agree","Agree","Agree","Important","Important","Important","Important","Important","Unimportant","Important","Neither important nor unimportant","Important","Education provision
Impact","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344","","2","en","646758372","PHrLRPT0pl72Gp3","2021-03-23 05:40:29","2021-03-23 05:44:09","Yes","Yes","Yes","Yes","Agree","I don't know","Neither agree or disagree","Agree","Neither agree or disagree","Neither agree or disagree","Neither agree or disagree","Very important","Important","Very important","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","Neither important nor unimportant","","","","","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
